f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,class
23.766,7.234,19.053,15.426,4.287,3.954,5.361,24.23,8.486,21.599,-9.269,7.768,11.185,3.422,0.586,5.586,-13.22,-22.138,5.327,-9.269,-20.173,7.201,0.86,3.944,F,H
15.932,8.056,15.615,17.916,3.443,0.334,5.972,12.136,10.734,12.797,-7.016,-6.014,1.556,0.796,-4.593,0.407,-7.32,-16.969,5.995,-7.016,-7.168,0.012,22.522,0.905,J,D
14.006,7.299,20.113,11.101,6.952,3.985,3.617,7.61,13.623,8.661,-3.05,-1.322,-0.958,1.767,-1.647,3.353,14.983,-1.09,12.888,14.983,-6.202,19.501,0.813,0.361,B,B
7.325,11.921,8.367,18.335,1.91,2.851,5.375,15.233,8.935,13.392,-5.362,-9.825,5.23,1.372,-5.768,-0.768,5.911,-2.869,5.203,5.911,-7.638,9.974,0.722,2.183,D,J
14.327,12.687,13.531,16.58,4.642,2.282,5.624,17.26,7.62,21.425,-5.547,-3.444,12.059,2.51,-3.155,1.845,-15.532,-13.814,0.45,-5.547,-14.7,5.538,0.285,4.714,D,E
6.594,11.61,7.807,15.096,8.004,2.118,4.795,12.49,5.474,19.53,-0.678,9.455,16.578,3.263,3.437,8.437,-5.146,-2.83,0.705,-5.146,-0.535,1.98,0.597,8.109,G,G
29.236,9.022,20.649,13.939,8.273,1.212,4.744,19.564,7.52,19.256,0.715,-6.958,6.772,2.312,-3.054,1.946,-9.485,-15.782,3.161,0.715,-4.46,2.354,1.159,9.295,I,C
12.076,4.486,20.572,5.042,13.67,3.839,1.45,9.368,12.933,8.268,19.402,0.539,4.539,3.44,10.201,0.954,8.361,-2.006,6.676,8.361,-18.258,27.468,0.493,0.811,B,J
7.901,11.693,9.76,12.922,15.146,1.17,4.529,13.784,10.871,15.713,-12.224,-4.866,1.658,0.776,-5.417,-0.417,5.794,-11.73,14.671,-8.616,-9.891,0.288,7.136,5.217,J,G
15.483,12.374,13.595,16.562,5.806,3.329,4.663,31.462,8.783,21.253,-7.308,2.454,8.54,1.923,-1.138,3.862,6.944,-8.62,12.28,-7.308,-1.247,2.984,2.028,0.572,C,I
9.669,9.244,13.481,11.594,7.123,3.177,1.104,9.693,10.816,6.959,-0.831,-0.202,3.798,1.427,-0.625,4.375,4.163,-2.785,3.663,4.163,-4.791,5.359,0.827,8.808,H,J
8.036,10.555,7.942,6.769,11.652,0.522,3.948,9.705,13.011,6.582,-29.744,-3.37,-5.415,-0.221,-9.174,-4.174,5.846,2.618,1.16,5.846,-8.86,11.279,0.321,2.544,C,A
11.638,15.982,12.216,15.508,6.049,3.177,3.798,13.693,8.165,12.109,-11.083,-3.897,1.428,0.639,-4.728,0.272,-9.401,-4.176,2.388,-11.083,-4.91,3.067,0.882,4.012,F,A
7.171,13.957,8.027,2.582,15.07,1.308,3.352,7.643,13.001,9.797,13.683,-4.573,-4,-1.357,1.182,6.182,-9.024,-16.649,4.211,-17.837,-9.881,4.488,0.969,4.376,F,I
11.915,11.491,13.816,11.719,6.715,0.758,3.871,12.25,11.431,13.022,-4.276,-11.215,2.804,1.288,-6.075,-1.075,-13.123,-19.04,2.878,-4.276,-14.934,6.958,0.643,0.17,A,B
8.235,11.44,6.097,6.749,15.132,0.961,3.793,14.023,13.693,12.387,-18.206,-7.893,3.176,1.029,-8.174,-3.174,-10.642,-7.614,1.054,-10.642,-10.232,0.052,4.486,8.075,J,I
20.662,6.635,19.036,5.591,14.725,3.861,2.486,19.538,6.83,20.456,12.613,7.095,8.77,2.761,6.806,7.808,8.56,9.745,0.258,8.56,-25.988,40.614,0.08,4.184,B,A
20.257,9.654,20.5,12.692,9.732,2.286,0.627,14.669,9.253,13.318,1.443,5.643,3.5,3.539,2.379,7.379,-8.008,-16.631,5.064,1.443,-3.463,2.174,1.526,8.616,I,B
10.303,13.516,12.802,6.674,18.824,1.187,4.249,6.404,10.249,8.142,-9.114,-6.409,-1.802,0.589,-4.057,3.551,-1.6,-11.32,6.061,-17.497,-16.851,0.104,7.638,0.341,E,B
8.517,11.514,8.456,16.474,1.22,0.619,3.347,22.785,6.563,20.404,-10.289,-3.449,6.951,1.659,-4.343,0.657,10.966,5.449,2.591,10.966,-4.278,11.903,0.467,5.625,E,G
8.149,8.239,15.259,13.823,6.286,3.139,3.16,8.38,12.891,9.389,1.488,-0.287,3.713,0.788,-0.081,4.919,2.649,-14.621,14.354,-6.463,-25.96,17.219,0.913,0.335,B,G
13.625,11.673,13.259,6.318,11.573,2.691,0.101,13.578,10.302,14.154,-14.533,0.064,2.262,0.944,-3.94,1.06,-0.854,-0.959,0.007,-0.854,-7.233,3.223,0.046,3.66,A,F
12.084,10.664,17.916,6.758,18.743,2.761,1.592,8.481,11.046,8.744,-2.901,12.838,5.802,1.21,4.933,9.933,2.924,-22.383,25.463,0.353,-17.716,15.362,1.287,0.557,C,J
9.062,10.726,8.782,15.001,6.282,2.731,0.672,31.66,9.509,20.642,-8.087,5.366,8.717,1.953,-0.119,4.881,-5.026,-3.37,0.426,-8.087,-4.884,1.147,0.61,0.778,B,B
16.36,9.576,20.835,18.035,5.118,3.368,1.949,7.07,12.932,9.842,-10.532,9.288,13.288,2.004,0.904,5.904,3.543,-16.783,18.327,-10.532,-3.824,3.474,2.297,9.191,J,H
9.932,11.463,7.055,11.166,14.954,0.061,4.456,9.867,13.478,9.224,-28.498,-12.568,-4.329,0.517,-12.694,-7.694,21.132,-5.841,28.017,-28.498,-5.174,22.528,1.115,9.302,I,B
10.814,8.658,15.9,6.983,13.104,2.007,3.292,12.367,14.916,16.012,-13.413,-5.797,3.481,0.782,-6.102,-1.102,-3.279,-3.127,0.012,-3.279,-7.789,1.916,0.079,9.343,C,A
15.252,10.783,17.142,9.888,15.793,2.66,0.892,6.473,11.772,8.124,-19.821,1.367,5.367,0.977,-4.719,0.281,-6.746,-17.799,7.349,-19.821,-14.125,2.719,1.644,0.844,D,D
14.443,15.184,14.903,15.864,9.844,3.179,5.317,9.435,12.57,7.66,1.634,0.668,4.668,0.583,0.353,5.353,5.054,-1.471,3.334,5.054,-2.729,4.343,0.876,5.347,G,D
23.364,7.773,19.099,12.835,15.871,2.721,4.503,19.74,5.585,19.134,4.173,-7.17,10.501,1.917,2.587,9.251,3.858,-16.763,18.728,-3.169,-10.284,3.796,2.221,8.028,I,B
9.914,12.927,9.329,6.81,16.592,3.547,5.824,6.262,12.935,8.292,3.317,3.99,4.03,0.444,0.508,5.508,-26.988,-11.669,11.992,-4.529,-7.751,1.156,3.22,4.233,I,H
13.594,6.376,21.009,13.888,9.285,3.566,3.801,7.24,13.281,6.109,-0.857,-17.207,-12.096,1.517,-7.717,-2.717,5.987,-7.161,9.535,-0.857,-17.72,13.85,0.83,4.949,F,C
9.201,12.239,9.804,11.903,12.526,2.748,3.423,15.975,6.325,20.896,-4.132,-2.801,10.906,2.318,-2.534,2.466,8.558,2.988,2.629,8.558,-2.495,7.35,0.598,4.79,E,J
10.883,8.441,13.813,5.953,18.818,0.389,4.637,10.705,15.615,16.303,-1.244,-7.681,0.585,1.376,-0.122,0.988,-1.882,-1.208,0.111,-1.882,-16.166,10.797,0.101,9.4,C,A
6.088,11.593,8.898,10.083,11.688,2.152,5.139,8.778,13.798,8.349,-2.474,2.223,6.223,-0.106,-0.026,4.974,-9.072,-19.413,6.651,-2.474,-5.732,1.176,2.378,4.161,H,E
7.044,11.838,6.905,7.463,12.992,0.014,5.802,8.455,15.062,14.552,-18.331,-2.405,0.716,0.619,-5.918,-0.918,-2.339,-2.117,0.021,-2.339,-8.676,3.191,0.081,2.474,A,D
10.153,11.664,16.438,2.007,18.82,1.244,3.706,10.355,13.531,12.181,-0.853,-10.565,4.416,1.415,0.074,4.18,0.83,-1.698,0.804,0.83,-14.557,12.072,0.258,6.408,D,J
31.275,8.82,21.011,5.552,12.598,2.241,0.103,7.134,10.19,6.422,4.517,2.857,6.857,1.952,2.759,0.416,16.135,3.569,8.909,16.135,-9.226,25.544,0.591,3.732,E,J
29.662,7.346,21.217,12.767,12.462,1.275,4.003,28.114,9.782,19.951,5.347,-12.508,13.076,2.035,3.173,11.397,-1.699,-2.616,0.175,-1.699,-7.683,2.927,0.245,2.582,C,J
14.928,8.784,12.131,1.746,15.36,2.795,5.811,15.738,12.568,17.161,-5.098,7.97,4.623,0.99,2.757,7.757,0.676,-0.412,0.227,0.676,-15.498,13.01,0.132,2.965,B,F
6.138,10.045,6.188,9.047,15.159,3.162,3.98,8.863,12.724,6.274,-13.527,-0.95,3.05,0.542,-4.111,0.889,1.89,-10.749,8.987,-13.527,-10.863,0.87,3.214,3.497,I,D
30.319,8.163,19.25,10.933,11.544,2.069,3.628,15.407,10.435,15.847,9.685,1.466,2.988,2.468,5.342,1.733,16.548,4.029,8.859,16.548,-7.168,23.1,0.619,0.631,B,H
11.409,15.713,15.584,15.684,5.111,2.653,5.973,11.789,11.557,16.855,-9.951,8.221,1.576,0.723,0.604,5.604,-7.351,-14.571,3.88,-9.951,-8.621,0.307,3.555,0.621,E,B
6.674,12.441,9.772,14.353,10.666,3.915,4.017,12.281,9.61,15.831,-2.527,-5.874,3.898,1.15,-3.412,1.588,1.106,1.239,0.01,-2.527,-0.66,0.51,0.138,0.531,A,E
30.578,7.16,19.897,15.207,7.749,3.27,5.335,13.67,13.672,17.028,-1.117,4.58,4.515,1.444,1.296,6.296,-9.182,-17.491,4.79,-1.117,-5.138,1.612,1.724,2.318,F,D
6.192,10.082,8.401,14.844,9.537,3.584,4.011,7.651,12.923,7.266,-1.396,-8.218,-4.356,-0.323,-4.106,0.894,-13.097,-22.881,6.121,-10.745,-12.863,0.617,3.151,4.141,I,H
10.635,12.897,12.332,1.983,15.76,2.216,3.111,7.746,13.115,7.822,-7.709,-2.808,-0.575,0.729,-3.355,4.021,-19.009,-10.242,5.191,-0.302,-9.119,5.236,0.996,7.534,H,D
10.702,13.559,15.722,17.59,2.732,3.855,5.495,8.059,14.518,16.762,-10.851,-7.42,5.491,0.974,-6.138,-1.138,-13.716,-24.42,7.004,-10.851,-22.086,7.532,0.964,0.49,B,A
9.98,13.308,8.777,18.213,5.375,2.078,2.261,8.534,13.884,8.251,-8.117,-0.066,3.934,-0.505,-2.39,2.61,9.854,-1.58,7.732,9.854,-8.665,15.938,0.697,2.986,E,D
31.469,9.368,20.19,17.542,4.678,3.936,3.737,9.616,12.689,9.065,-5.511,3.192,7.192,1.749,-0.381,4.619,-6.422,-19.586,9.552,-5.511,-5.965,0.061,12.486,9.567,J,A
10.486,9.066,12.346,3.334,14.014,1.093,5.231,14.697,5.393,19.677,-1.76,-7.402,9.567,2.094,-0.38,8.472,-10.232,-10.198,0.001,-10.232,-10.796,0.085,0.123,4.582,C,A
7.517,13.522,8.159,5.566,18.792,3.715,1.569,9.578,10.023,6.816,13.069,9.842,15.135,-0.379,7.574,12.574,-7.818,-14.798,3.689,0.716,-10.599,7.613,0.696,4.843,F,H
7.576,12.422,9.484,3.282,14.746,2.201,4.925,12.888,15.665,13.93,9.1,-2.426,4.288,1.215,0.931,4.073,-10.385,-14.351,1.58,-1.285,-9.879,5.039,0.56,7.934,F,H
10.212,13.433,15.492,14.069,11.064,3.06,4.159,18.193,5.565,21.643,-2.707,3.425,13.515,2.753,0.417,5.417,-0.094,-1.781,0.438,-2.707,-3.044,0.039,3.34,0.31,C,J
22.585,5.867,20.089,5.412,18.629,2.105,3.514,13.179,11.911,12.348,1.76,3.799,4.351,1.676,1.38,5.597,-14.162,-22.605,4.907,-17.733,-10.125,4.197,1.081,6.549,H,E
14.641,8.32,19.332,5.035,11.576,3.388,3.795,15.847,9.193,21.407,1.985,-8.822,6.112,1.698,1.492,5.594,-5.933,-5.836,0.006,-5.933,-13.609,4.253,0.038,8.051,B,J
21.829,8.707,21.954,15.542,6.835,3.074,5.891,9.123,14.421,12.279,-9.072,-10.418,3.349,2.108,-6.942,-1.942,-7.847,-17.661,6.149,-9.072,-8.453,0.097,7.949,2.134,I,I
9.837,10.797,8.864,12.604,5.859,0.455,5.506,7.358,13.711,8.216,-4.254,-1.968,-1.069,0.552,-2.217,2.783,4.996,-11.508,13.409,-9.508,-15.121,2.659,2.246,4.583,I,D
12.561,8.223,15.177,5.405,18.469,3.007,0.335,8.439,13.983,7.968,-7.353,6.889,10.493,0.765,4.409,9.409,0.579,-9.095,6.018,-23.901,-17.983,2.879,1.446,7.055,H,G
15.545,13.036,14.242,6.372,11.774,2.177,5.945,12.516,9.932,15.329,-19.499,-1.106,4.886,0.723,-5.669,-0.669,-13.06,-16.089,1.055,-5.562,-19.886,10.843,0.312,2.177,C,B
28.033,6.662,20.797,12.943,14.189,3.182,4.366,29.662,4.029,21.866,3.964,-0.261,8.526,1.896,2.482,7.605,-24.739,-9.811,11.535,-1.022,-30.509,32.024,0.6,8.341,G,A
7.872,13.963,8.311,9.663,14.409,2.875,0.599,9.327,10.557,6.175,-18.491,0.074,4.074,0.3,-4.925,0.075,13.128,-12.951,26.636,-4.033,-6.555,0.801,5.766,9.026,J,H
6.321,13.076,6.888,12.954,12.288,2.12,3,6.921,10.113,9.534,-12.103,1.731,5.731,0.055,-2.638,2.362,1.769,-2.733,1.91,1.769,-18.112,17.729,0.328,4.738,D,J
9.822,12.956,7.795,16.423,6.436,3.225,5.032,8.741,9.441,13.189,-11.695,9.697,3.851,1.142,0.783,5.783,17.292,-1.306,16.042,17.292,-10.938,29.999,0.731,4.008,E,I
9.395,8.307,16.951,12.903,11.24,2.939,2.888,9.434,10.258,6.855,-1.987,2.081,6.081,1.126,0.037,5.037,-27.76,-9.112,16.105,-1.987,-10.144,4.659,1.859,8.546,I,I
11.321,10.368,15.872,2.17,16.702,2.189,3.355,9.938,13.716,14.664,-4.755,-8.104,0.852,1.024,-1.878,1.21,-12.516,-8.079,1.87,16.521,-10.359,27.872,0.259,4.632,D,F
28.515,8.849,20.324,4.996,14.889,2.439,2.602,25.78,6.283,20.234,-0.664,9.329,6.4,1.434,0.168,5.833,4.924,-12.082,14.026,-8.566,-20.636,8.386,1.293,8.014,I,F
13.372,10.628,14.551,10.67,11.439,3.445,5.201,8.519,13.924,9.353,-13.225,-8.348,-0.011,0.676,-7.118,-2.118,-0.778,-10.028,5.626,-13.225,-6.65,3.372,1.292,0.214,B,D
13.357,11.143,16.998,15.808,5.724,2.687,5.002,8.621,13.201,8.446,-1.575,-11.557,-1.892,0.819,-5.543,-0.543,10.894,-11.709,21.492,-6.465,-15.152,5.121,2.049,4.601,H,C
15.793,14.307,14.191,6.825,13.158,3.972,4.133,7.089,11.193,8.032,-11.806,-5.643,-5.869,1.335,-5.636,-0.636,5.595,8.595,1.039,5.595,-8.55,10.639,0.313,9.659,E,C
8.655,13.185,6.666,3.47,14.865,3.525,4.707,12.47,11.236,14.234,13.197,-1.663,2.896,0.983,2.273,2.913,-11.566,-12.654,0.227,0.236,-8.72,5.361,0.206,6.033,D,J
8.831,11.81,9.365,13.549,10.676,0.827,3.65,8.22,10.111,6.192,-3.908,-4.659,0.297,-0.366,-3.251,1.749,6.074,-17.509,22.904,-3.908,-14.894,7.283,1.773,2.509,F,E
13.358,9.58,16.362,6.519,13.261,2.771,4.833,9.236,14.196,12.153,-15.835,-3.864,1.708,0.858,-5.902,-0.902,-8.887,-7.066,0.492,-8.887,-14.379,2.574,0.437,8.124,F,B
12.645,9.441,14.839,14.647,4.499,2.813,0.566,15.841,15.654,12.479,-5.199,1.253,1.838,1.312,-1.111,3.889,-10.561,-14.115,1.34,-5.199,-7.778,0.828,1.272,0.652,C,D
14.021,9.16,15.177,12.286,12.16,2.047,4.74,9.771,11.24,9.8,-0.869,-1.591,-4.794,0.576,-1.213,3.787,18.264,-5.35,22.95,-0.869,-14.746,10.339,1.49,0.367,B,I
14.479,13.638,16.346,15.518,8.246,2.036,4.302,6.345,13.543,9.698,1.675,1.178,5.178,1.137,0.576,5.576,-9.531,-16.329,3.545,1.675,-4.083,2.764,1.133,9.759,I,G
14.887,13.218,17.85,8.176,15.959,3.454,3.585,12.813,15.147,16.79,-19.13,-6.843,5.253,0.88,-7.967,-2.967,2.969,-0.91,1.528,2.969,-10.115,9.466,0.402,9.346,F,B
7.986,13.285,9.836,2.108,18.508,0.343,3.245,12.555,10.721,14.393,8.55,-6.696,4.483,1.247,-0.986,4.236,-9.41,-7.844,0.392,-9.41,-12.293,0.979,0.632,8.742,G,E
10.573,11.697,13.698,5.037,17.713,3.053,4.865,13.116,8.529,14.698,-1.339,-22.802,4.965,1.366,-0.17,4.637,-26.533,-6.61,17.785,7.144,-7.066,10.713,1.288,4.232,G,H
14.356,8.111,20.399,5.764,10.888,3.017,1.261,12.057,8.547,20.519,9.535,0.644,10.226,2.454,5.268,9.022,7.348,-10.589,15.194,-9.809,-6.822,1.032,3.837,3.52,I,I
13.957,6.494,19.315,14.44,6.462,0.075,5.624,28.573,9.267,19.144,-7.425,-11.167,7.464,2.343,-6.842,-1.842,13.48,-14.926,30.28,-7.425,-0.156,3.92,2.779,0.76,E,E
12.089,14.517,16.626,14.966,5.291,2.128,4.937,6.121,12.669,6.485,-11.197,-3.678,-0.886,1.031,-4.665,0.335,-19.669,-9.094,6.878,1.854,-17.915,17.579,0.626,8.578,G,A
12.636,8.319,14.058,5.696,17.83,3.598,5.783,11.136,14.848,16.434,-4.301,3.425,0.824,1.07,-0.147,4.853,-6.116,-22.706,13.515,-4.192,-15.069,7.174,1.373,2.048,E,A
8.583,12.792,8.005,8.287,13.296,3.517,3.889,21.475,4.974,19.06,-31.292,-2.972,12.417,2.57,-9.395,10.848,-13.427,-11.129,0.697,1.422,-17.947,17.048,0.202,3.419,C,A
19.966,4.279,21.195,14.31,9.316,0.008,4.897,8.947,12.954,8.46,1.674,-4.118,-6.566,2.534,-1.63,3.37,-5.878,-21.761,12.659,1.674,-2.301,1.585,2.826,7.197,J,D
29.697,6.762,19.374,1.518,15.654,3.634,3.288,31.098,6.972,21.1,5.032,-4.172,8.482,2.003,3.016,7.568,-19.612,-24.266,2.008,-25.98,-6.298,17.464,0.339,8.223,E,F
23.511,5.025,20.027,10.002,11.44,2.966,4.976,20.833,5.951,21.709,4.168,-0.923,6.682,1.917,2.584,6.068,-6.676,-6.03,0.104,-6.676,-13.376,3.469,0.173,9.082,D,H
6.462,10.639,7.813,7.583,15.9,1.653,5.776,23.81,5.064,19.381,-22.304,-5.722,12.116,2.519,-8.294,10.597,-23.051,-16.542,3.321,-10.712,-32.345,20.124,0.406,5.779,E,F
6.244,11.426,6.179,11.992,5.093,2.31,0.016,24.674,4.992,19.389,-0.206,0.694,13.357,2.726,-0.096,4.904,-19.659,-9.784,6.206,-0.206,-10.06,6.187,1.002,4.924,G,J
8.998,12.306,6.783,18.97,1.481,3.325,3.079,12.993,9.056,20.766,-6.438,-10.128,7.677,1.78,-6.163,-1.163,-5.312,-21.135,12.588,-6.438,-5.874,0.085,12.183,0.448,G,H
9.808,8.102,13.747,14.795,6.549,2.222,5.044,14.8,8.964,14.509,-7.548,-3.545,3.59,0.683,-3.698,1.302,-9.943,-15.416,2.561,-7.548,-8.719,0.253,3.18,3.735,I,G
14.034,14.203,12.702,5.406,11.216,3.908,3.875,12.34,14.28,17.501,-12.45,2.249,2.066,1.106,-2.509,2.491,4.728,-20.622,25.528,0.723,-10.15,7.171,1.887,9.701,I,H
16.924,4.497,20.229,3.481,18.165,3.084,5.431,29.982,4.867,19.88,8.119,5.292,12.3,2.312,4.559,10.75,-1.855,-2.196,0.04,-1.855,-16.373,11.063,0.06,0.78,A,B
24.146,6.395,19.437,3.994,14.741,0.87,5.407,15.019,15.475,17.418,-0.222,-8.334,4.805,1.478,0.389,4.504,16.95,5.772,7.474,16.95,-16.293,38.332,0.442,0.323,A,F
31.105,7.456,19.581,16.871,1.264,3.079,3.989,6.887,11.647,8.89,-6.152,5.242,9.242,2.24,0.313,5.313,-5.574,-3.353,0.662,-6.152,-3.644,0.794,0.913,9.328,H,J
15.533,8.815,19.388,13.225,12.738,2.526,5.79,10.535,9.456,13.148,-4.783,3.015,1.936,3.036,-0.273,4.727,-9.839,-4.905,2.192,-9.839,-2.441,4.025,0.738,0.716,B,E
27.524,5.606,20.644,4.399,14.82,2.855,4.227,9.839,11.026,6.517,7.639,4.794,5.073,2.264,4.319,6.278,-11.564,-19.481,4.455,-17.362,-10.576,3.535,1.123,2.685,E,H
31.339,9.263,19.789,17.42,1.51,3.225,3.93,6.905,10.198,6.676,-5.139,1.269,5.269,3.12,-1.089,3.911,-8.594,-4.346,1.751,-5.139,-2.635,0.793,1.486,0.172,B,A
9.207,11.333,12.982,5.529,18.499,3.301,0.434,18.503,7.601,20.412,-4.057,7.27,12.009,2.501,2.548,10.507,-8.34,-4.589,1.453,-8.34,-16.446,4.616,0.561,0.221,A,J
7.717,10.255,9.46,1.829,16.039,2.312,3.666,9.678,11.002,9.241,12.973,-1.932,-3.082,0.42,2.105,7.105,0.364,-0.842,0.265,0.364,-14.432,11.383,0.153,0.906,A,B
10.378,14.063,16.552,14.441,6.293,1.683,4.975,15.745,10.009,17.523,-0.338,-6.234,4.635,1.321,-3.015,1.985,-7.911,-14.037,3.032,-0.338,-4.185,1.509,1.417,9.628,I,J
7.542,11.121,7.624,15.732,12.722,2.198,5.823,15.298,7.709,20.916,1.493,1.638,10.755,2.292,0.723,5.723,12.399,-1.702,10.59,12.399,-4.481,13.871,0.874,0.706,C,B
30.906,8.475,21.012,1.751,18.059,2.846,0.272,18.852,8.761,21.462,13.465,6.693,11.294,2.846,7.232,9.911,-5.349,-15.413,6.386,-13.84,-13.168,0.11,7.616,2.255,I,G
16.423,4.539,19.922,14.706,4.726,2.447,5.207,31.306,5.853,19.327,-7.425,-2.488,8.288,1.543,-3.226,1.774,-15.138,-23.655,4.971,-7.425,-16.532,5.496,0.951,2.857,E,H
30.574,9.467,19.192,3.074,17.639,2.841,3.814,11.066,14.033,16.652,0.314,-5.945,1.633,1.531,0.657,1.861,-10.409,-25.103,11.265,-11.748,-11.477,0.028,19.986,9.995,J,D
13.258,15.478,12.328,1.418,15.947,3.887,3.87,8.727,11.688,6.283,-8.657,-1.587,-3.771,0.634,-3.829,8.269,5.618,2.082,1.33,5.618,-14.925,18.622,0.267,3.023,C,G
14.597,5.296,21.191,14.057,2.996,2.067,1.308,9.367,10.836,6.637,-8.164,-0.669,3.331,1.604,-2.653,2.347,-21.955,-9.172,9.14,-8.164,-14.724,3.36,1.649,2.39,F,D
9.718,8.401,14.23,2.844,15.05,2.892,5.343,10.078,15.553,17.133,-8.541,-10.964,4.916,0.646,-3.771,4.597,11.634,3.313,4.801,11.634,-16.485,29.822,0.401,0.08,A,J
7.166,11.928,9.764,5.59,15.398,2.855,4.16,13.288,12.72,12.767,-23.954,-2.399,1.104,0.684,-7.321,-2.321,-6.184,-4.051,0.623,-6.184,-9.514,1.215,0.716,8.198,G,I
6.332,10.483,7.727,15.995,5.123,0.092,5.698,6.019,11.419,6.392,-9.147,-2.06,-0.095,0.304,-3.479,1.521,-0.642,-0.051,0.091,-9.147,-4.373,2.086,0.209,0.251,A,B
15.772,13.49,13.555,5.183,17.849,2.069,4.779,24.127,5.327,21.356,-4.751,-13.435,14.145,2.858,-1.876,12.288,-17.622,-21.354,1.442,-13.225,-8.401,2.119,0.825,4.34,F,J
8.851,11.792,13.333,11.852,12.273,3.4,4.425,23.518,4.011,19.589,-17.724,1.039,10.198,2.2,-4.332,8.999,-3.341,-3.609,0.028,-3.341,-9.588,3.123,0.094,6.99,C,D
7.181,11.587,6.271,12.841,11.649,2.147,3.159,13.465,9.277,16.831,-0.762,1.483,2.584,0.931,0.094,5.094,-5.181,-12.274,3.778,-0.762,-3.021,0.679,2.359,2.142,G,G
8.449,13.764,12.281,10.155,7.325,3.552,4.997,8.238,11.32,8.019,-3.913,-1.905,0.37,1.158,-2.105,2.895,-3.564,-1.782,0.476,-3.913,-1.964,0.544,0.935,4.108,F,A
6.408,13.026,6.583,15.747,3.045,1.507,3.831,8.631,11.599,7.845,-7.814,-2.414,-0.278,0.414,-3.293,1.707,-5.431,-18.14,9.061,-7.814,-6.611,0.264,5.86,9.633,J,D
12.061,8.611,17.342,17.356,5.334,2.847,3.083,7.971,13.27,7.989,-8.139,-9.995,-10.908,0.814,-6.533,-1.533,5.924,-14.263,18.141,-8.139,-1.952,3.078,2.428,9.976,J,D
9.309,10.717,8.483,10.678,9.042,1.271,5.246,23.785,9.768,21.549,1.169,-10.589,10.552,2.259,-4.453,0.547,-17.246,-14.492,0.914,-6.184,-9.944,1.459,0.792,0.575,B,A
27.171,4.929,19.762,13.579,6.574,3.341,5.818,9.883,10.986,12.44,0.823,-4.417,1.684,3.863,-1.968,3.032,-23.203,-34.108,7.201,0.823,-9.05,6.205,1.077,0.255,B,G
9.534,13.262,9.098,14.892,5.065,2.148,1.446,12.272,13.383,15.741,-9.91,-0.773,2.099,0.85,-3.133,1.867,-5.985,-4.323,0.428,-9.91,-6.195,1.432,0.547,5.47,E,F
27.008,9.656,19.503,17.551,1.141,3.093,4.448,24.299,8.845,19.534,-5.95,-4.659,7.493,1.501,-3.762,1.238,8.72,2.078,3.424,8.72,-4.145,9.229,0.609,5.626,F,A
13.7,5.12,19.981,5.237,15.069,3.95,3.599,17.503,6.308,21.933,1.257,-2.694,7.155,1.626,1.128,6.462,-6.042,-5.911,0.01,-6.042,-13.986,4.478,0.046,0.169,A,E
13.038,9.271,17.464,2.64,16.512,3.836,4.753,12.042,11.84,17.179,-6.11,5.663,0.562,0.889,1.178,6.178,4.846,-10.73,12.295,-11.099,-26.83,12.478,0.993,8.923,H,F
7.778,10.588,9.444,3.661,17.355,3.157,0.876,12.408,8.667,17.001,16.937,12.162,2.613,0.935,3.725,8.725,1.939,3.142,0.264,1.939,-19.135,19.348,0.117,8.55,C,J
19.298,9.25,21.438,6.862,14.55,3.931,3.506,30.341,5.546,21.651,-0.013,-6.265,7.303,1.499,0.493,6.585,-5.582,-14.528,5.351,-14.42,-15.285,0.161,5.765,6.394,J,H
26.044,5.231,21.298,11.168,8.711,1.463,3.088,6.89,10.846,9.285,-2.896,-1.919,-1.427,1.553,-1.857,3.143,-13.04,-25.863,9.183,-2.896,-13.915,7.316,1.12,2.22,E,C
14.667,5.05,19.312,14.338,5.05,0.849,3.525,14.663,5.8,20.058,-6.844,-1.828,7.522,2.181,-2.806,2.194,-13.267,-10.173,1.088,3.747,-17.196,19.168,0.238,0.327,A,C
7.257,13.072,7.931,16.216,5.958,1.645,4.109,25.814,5.557,20.481,-5.999,-1.772,11.76,2.46,-2.571,2.429,-4.996,-2.196,0.937,-5.999,-2.714,1.191,0.887,7.579,H,D
15.303,9.572,19.222,12.95,8.375,3.596,1.724,15.636,10.666,13.381,-0.002,0.954,3.793,1.794,0.064,5.064,7.485,5.383,0.609,7.485,-20.743,29.994,0.143,0.695,A,C
8.774,12.747,7.403,11.226,10.967,3.114,5.079,11.913,11.424,13.032,-12.521,-2.226,0.568,0.595,-4.391,0.609,-12.527,-9.459,1.075,6.825,-42.59,69.474,0.124,0.102,A,I
13.536,11.733,17.752,5.812,10.577,1.244,4.275,11.337,14.216,13.383,-13.788,-9.688,0.495,0.63,-7.817,-2.817,8.989,2.856,3.037,8.989,-7.037,12.831,0.487,4.44,E,I
29.704,7.935,19.388,18.626,3.039,0.843,5.853,29.126,4.242,21.232,-6.025,-7.891,9.185,1.468,-5.128,-0.128,-6.478,-17.142,6.965,-6.025,-6.251,0.021,18.013,8.553,J,D
